"seed","scenario","method","predictor","selected","empty"
12,"sys1 baseline","rangerICP","Station5_mp_82",TRUE,FALSE
12,"sys1 baseline","rangerICP","Station5_mp_89",TRUE,FALSE
12,"sys1 baseline","rangerICP","Station5_mp_83",FALSE,FALSE
12,"sys1 baseline","rangerICP","Station5_mp_86",FALSE,FALSE
12,"sys1 hide 82","lmICP","Station5_mp_89",FALSE,TRUE
12,"sys1 hide 82","lmICP","Station5_mp_83",FALSE,TRUE
12,"sys1 hide 82","lmICP","Station5_mp_86",FALSE,TRUE
12,"sys1 hide 82","rangerICP","Station5_mp_89",FALSE,TRUE
12,"sys1 hide 82","rangerICP","Station5_mp_83",FALSE,TRUE
12,"sys1 hide 82","rangerICP","Station5_mp_86",FALSE,TRUE
12,"sys1 hide 89","lmICP","Station5_mp_82",TRUE,FALSE
12,"sys1 hide 89","lmICP","Station5_mp_83",TRUE,FALSE
12,"sys1 hide 89","lmICP","Station5_mp_86",TRUE,FALSE
12,"sys1 hide 89","rangerICP","Station5_mp_82",FALSE,TRUE
12,"sys1 hide 89","rangerICP","Station5_mp_83",FALSE,TRUE
12,"sys1 hide 89","rangerICP","Station5_mp_86",FALSE,TRUE
12,"sys1 hide 83","lmICP","Station5_mp_82",TRUE,FALSE
12,"sys1 hide 83","lmICP","Station5_mp_89",TRUE,FALSE
12,"sys1 hide 83","lmICP","Station5_mp_86",FALSE,FALSE
12,"sys1 hide 83","rangerICP","Station5_mp_82",TRUE,FALSE
12,"sys1 hide 83","rangerICP","Station5_mp_89",TRUE,FALSE
12,"sys1 hide 83","rangerICP","Station5_mp_86",FALSE,FALSE
12,"sys2 (U = 95)","lmICP","Station5_mp_90",FALSE,FALSE
12,"sys2 (U = 95)","lmICP","Station5_mp_97",TRUE,FALSE
12,"sys2 (U = 95)","lmICP","Station5_mp_91",FALSE,FALSE
12,"sys2 (U = 95)","lmICP","Station5_mp_93",FALSE,FALSE
12,"sys2 (U = 95)","rangerICP","Station5_mp_90",FALSE,FALSE
12,"sys2 (U = 95)","rangerICP","Station5_mp_97",TRUE,FALSE
12,"sys2 (U = 95)","rangerICP","Station5_mp_91",FALSE,FALSE
12,"sys2 (U = 95)","rangerICP","Station5_mp_93",FALSE,FALSE
13,"sys1 baseline","lmICP","Station5_mp_82",FALSE,TRUE
13,"sys1 baseline","lmICP","Station5_mp_89",FALSE,TRUE
13,"sys1 baseline","lmICP","Station5_mp_83",FALSE,TRUE
13,"sys1 baseline","lmICP","Station5_mp_86",FALSE,TRUE
13,"sys1 baseline","rangerICP","Station5_mp_82",TRUE,FALSE
13,"sys1 baseline","rangerICP","Station5_mp_89",FALSE,FALSE
13,"sys1 baseline","rangerICP","Station5_mp_83",FALSE,FALSE
13,"sys1 baseline","rangerICP","Station5_mp_86",FALSE,FALSE
13,"sys1 hide 82","lmICP","Station5_mp_89",TRUE,FALSE
13,"sys1 hide 82","lmICP","Station5_mp_83",TRUE,FALSE
13,"sys1 hide 82","lmICP","Station5_mp_86",TRUE,FALSE
13,"sys1 hide 82","rangerICP","Station5_mp_89",FALSE,TRUE
13,"sys1 hide 82","rangerICP","Station5_mp_83",FALSE,TRUE
13,"sys1 hide 82","rangerICP","Station5_mp_86",FALSE,TRUE
13,"sys1 hide 89","lmICP","Station5_mp_82",TRUE,FALSE
13,"sys1 hide 89","lmICP","Station5_mp_83",TRUE,FALSE
13,"sys1 hide 89","lmICP","Station5_mp_86",FALSE,FALSE
13,"sys1 hide 89","rangerICP","Station5_mp_82",TRUE,FALSE
13,"sys1 hide 89","rangerICP","Station5_mp_83",TRUE,FALSE
13,"sys1 hide 89","rangerICP","Station5_mp_86",FALSE,FALSE
13,"sys1 hide 83","lmICP","Station5_mp_82",TRUE,FALSE
13,"sys1 hide 83","lmICP","Station5_mp_89",TRUE,FALSE
13,"sys1 hide 83","lmICP","Station5_mp_86",FALSE,FALSE
13,"sys1 hide 83","rangerICP","Station5_mp_82",TRUE,FALSE
13,"sys1 hide 83","rangerICP","Station5_mp_89",TRUE,FALSE
13,"sys1 hide 83","rangerICP","Station5_mp_86",FALSE,FALSE
13,"sys2 (U = 95)","lmICP","Station5_mp_90",TRUE,FALSE
13,"sys2 (U = 95)","lmICP","Station5_mp_97",TRUE,FALSE
13,"sys2 (U = 95)","lmICP","Station5_mp_91",FALSE,FALSE
13,"sys2 (U = 95)","lmICP","Station5_mp_93",FALSE,FALSE
13,"sys2 (U = 95)","rangerICP","Station5_mp_90",TRUE,FALSE
13,"sys2 (U = 95)","rangerICP","Station5_mp_97",TRUE,FALSE
13,"sys2 (U = 95)","rangerICP","Station5_mp_91",FALSE,FALSE
13,"sys2 (U = 95)","rangerICP","Station5_mp_93",TRUE,FALSE
14,"sys1 baseline","lmICP","Station5_mp_82",TRUE,FALSE
14,"sys1 baseline","lmICP","Station5_mp_89",FALSE,FALSE
14,"sys1 baseline","lmICP","Station5_mp_83",FALSE,FALSE
14,"sys1 baseline","lmICP","Station5_mp_86",FALSE,FALSE
14,"sys1 baseline","rangerICP","Station5_mp_82",TRUE,FALSE
14,"sys1 baseline","rangerICP","Station5_mp_89",FALSE,FALSE
14,"sys1 baseline","rangerICP","Station5_mp_83",FALSE,FALSE
14,"sys1 baseline","rangerICP","Station5_mp_86",FALSE,FALSE
14,"sys1 hide 82","lmICP","Station5_mp_89",FALSE,TRUE
14,"sys1 hide 82","lmICP","Station5_mp_83",FALSE,TRUE
14,"sys1 hide 82","lmICP","Station5_mp_86",FALSE,TRUE
14,"sys1 hide 82","rangerICP","Station5_mp_89",FALSE,TRUE
14,"sys1 hide 82","rangerICP","Station5_mp_83",FALSE,TRUE
14,"sys1 hide 82","rangerICP","Station5_mp_86",FALSE,TRUE
14,"sys1 hide 89","lmICP","Station5_mp_82",TRUE,FALSE
14,"sys1 hide 89","lmICP","Station5_mp_83",TRUE,FALSE
14,"sys1 hide 89","lmICP","Station5_mp_86",FALSE,FALSE
14,"sys1 hide 89","rangerICP","Station5_mp_82",TRUE,FALSE
14,"sys1 hide 89","rangerICP","Station5_mp_83",TRUE,FALSE
14,"sys1 hide 89","rangerICP","Station5_mp_86",FALSE,FALSE
14,"sys1 hide 83","lmICP","Station5_mp_82",TRUE,FALSE
14,"sys1 hide 83","lmICP","Station5_mp_89",TRUE,FALSE
14,"sys1 hide 83","lmICP","Station5_mp_86",FALSE,FALSE
14,"sys1 hide 83","rangerICP","Station5_mp_82",TRUE,FALSE
14,"sys1 hide 83","rangerICP","Station5_mp_89",TRUE,FALSE
14,"sys1 hide 83","rangerICP","Station5_mp_86",FALSE,FALSE
14,"sys2 (U = 95)","lmICP","Station5_mp_90",FALSE,FALSE
14,"sys2 (U = 95)","lmICP","Station5_mp_97",TRUE,FALSE
14,"sys2 (U = 95)","lmICP","Station5_mp_91",FALSE,FALSE
14,"sys2 (U = 95)","lmICP","Station5_mp_93",FALSE,FALSE
14,"sys2 (U = 95)","rangerICP","Station5_mp_90",FALSE,FALSE
14,"sys2 (U = 95)","rangerICP","Station5_mp_97",TRUE,FALSE
14,"sys2 (U = 95)","rangerICP","Station5_mp_91",FALSE,FALSE
14,"sys2 (U = 95)","rangerICP","Station5_mp_93",FALSE,FALSE
15,"sys1 baseline","lmICP","Station5_mp_82",FALSE,TRUE
15,"sys1 baseline","lmICP","Station5_mp_89",FALSE,TRUE
15,"sys1 baseline","lmICP","Station5_mp_83",FALSE,TRUE
15,"sys1 baseline","lmICP","Station5_mp_86",FALSE,TRUE
15,"sys1 baseline","rangerICP","Station5_mp_82",TRUE,FALSE
15,"sys1 baseline","rangerICP","Station5_mp_89",FALSE,FALSE
15,"sys1 baseline","rangerICP","Station5_mp_83",FALSE,FALSE
15,"sys1 baseline","rangerICP","Station5_mp_86",FALSE,FALSE
15,"sys1 hide 82","lmICP","Station5_mp_89",TRUE,FALSE
15,"sys1 hide 82","lmICP","Station5_mp_83",TRUE,FALSE
15,"sys1 hide 82","lmICP","Station5_mp_86",TRUE,FALSE
15,"sys1 hide 82","rangerICP","Station5_mp_89",FALSE,TRUE
15,"sys1 hide 82","rangerICP","Station5_mp_83",FALSE,TRUE
15,"sys1 hide 82","rangerICP","Station5_mp_86",FALSE,TRUE
15,"sys1 hide 89","lmICP","Station5_mp_82",TRUE,FALSE
15,"sys1 hide 89","lmICP","Station5_mp_83",TRUE,FALSE
15,"sys1 hide 89","lmICP","Station5_mp_86",FALSE,FALSE
15,"sys1 hide 89","rangerICP","Station5_mp_82",TRUE,FALSE
15,"sys1 hide 89","rangerICP","Station5_mp_83",TRUE,FALSE
15,"sys1 hide 89","rangerICP","Station5_mp_86",FALSE,FALSE
15,"sys1 hide 83","lmICP","Station5_mp_82",TRUE,FALSE
15,"sys1 hide 83","lmICP","Station5_mp_89",TRUE,FALSE
15,"sys1 hide 83","lmICP","Station5_mp_86",FALSE,FALSE
15,"sys1 hide 83","rangerICP","Station5_mp_82",TRUE,FALSE
15,"sys1 hide 83","rangerICP","Station5_mp_89",TRUE,FALSE
15,"sys1 hide 83","rangerICP","Station5_mp_86",FALSE,FALSE
15,"sys2 (U = 95)","lmICP","Station5_mp_90",FALSE,FALSE
15,"sys2 (U = 95)","lmICP","Station5_mp_97",TRUE,FALSE
15,"sys2 (U = 95)","lmICP","Station5_mp_91",FALSE,FALSE
15,"sys2 (U = 95)","lmICP","Station5_mp_93",FALSE,FALSE
15,"sys2 (U = 95)","rangerICP","Station5_mp_90",FALSE,FALSE
15,"sys2 (U = 95)","rangerICP","Station5_mp_97",TRUE,FALSE
15,"sys2 (U = 95)","rangerICP","Station5_mp_91",FALSE,FALSE
15,"sys2 (U = 95)","rangerICP","Station5_mp_93",FALSE,FALSE
16,"sys1 baseline","lmICP","Station5_mp_82",FALSE,TRUE
16,"sys1 baseline","lmICP","Station5_mp_89",FALSE,TRUE
16,"sys1 baseline","lmICP","Station5_mp_83",FALSE,TRUE
16,"sys1 baseline","lmICP","Station5_mp_86",FALSE,TRUE
16,"sys1 baseline","rangerICP","Station5_mp_82",TRUE,FALSE
16,"sys1 baseline","rangerICP","Station5_mp_89",TRUE,FALSE
16,"sys1 baseline","rangerICP","Station5_mp_83",FALSE,FALSE
16,"sys1 baseline","rangerICP","Station5_mp_86",FALSE,FALSE
16,"sys1 hide 82","lmICP","Station5_mp_89",TRUE,FALSE
16,"sys1 hide 82","lmICP","Station5_mp_83",TRUE,FALSE
16,"sys1 hide 82","lmICP","Station5_mp_86",TRUE,FALSE
16,"sys1 hide 82","rangerICP","Station5_mp_89",FALSE,TRUE
16,"sys1 hide 82","rangerICP","Station5_mp_83",FALSE,TRUE
16,"sys1 hide 82","rangerICP","Station5_mp_86",FALSE,TRUE
16,"sys1 hide 89","lmICP","Station5_mp_82",TRUE,FALSE
16,"sys1 hide 89","lmICP","Station5_mp_83",TRUE,FALSE
16,"sys1 hide 89","lmICP","Station5_mp_86",TRUE,FALSE
16,"sys1 hide 89","rangerICP","Station5_mp_82",FALSE,TRUE
16,"sys1 hide 89","rangerICP","Station5_mp_83",FALSE,TRUE
16,"sys1 hide 89","rangerICP","Station5_mp_86",FALSE,TRUE
16,"sys1 hide 83","lmICP","Station5_mp_82",TRUE,FALSE
16,"sys1 hide 83","lmICP","Station5_mp_89",TRUE,FALSE
16,"sys1 hide 83","lmICP","Station5_mp_86",FALSE,FALSE
16,"sys1 hide 83","rangerICP","Station5_mp_82",TRUE,FALSE
16,"sys1 hide 83","rangerICP","Station5_mp_89",TRUE,FALSE
16,"sys1 hide 83","rangerICP","Station5_mp_86",FALSE,FALSE
16,"sys2 (U = 95)","lmICP","Station5_mp_90",FALSE,FALSE
16,"sys2 (U = 95)","lmICP","Station5_mp_97",TRUE,FALSE
16,"sys2 (U = 95)","lmICP","Station5_mp_91",FALSE,FALSE
16,"sys2 (U = 95)","lmICP","Station5_mp_93",FALSE,FALSE
16,"sys2 (U = 95)","rangerICP","Station5_mp_90",FALSE,FALSE
16,"sys2 (U = 95)","rangerICP","Station5_mp_97",TRUE,FALSE
16,"sys2 (U = 95)","rangerICP","Station5_mp_91",FALSE,FALSE
16,"sys2 (U = 95)","rangerICP","Station5_mp_93",FALSE,FALSE
17,"sys1 baseline","lmICP","Station5_mp_82",TRUE,FALSE
17,"sys1 baseline","lmICP","Station5_mp_89",FALSE,FALSE
17,"sys1 baseline","lmICP","Station5_mp_83",FALSE,FALSE
17,"sys1 baseline","lmICP","Station5_mp_86",FALSE,FALSE
17,"sys1 baseline","rangerICP","Station5_mp_82",TRUE,FALSE
17,"sys1 baseline","rangerICP","Station5_mp_89",FALSE,FALSE
17,"sys1 baseline","rangerICP","Station5_mp_83",FALSE,FALSE
17,"sys1 baseline","rangerICP","Station5_mp_86",FALSE,FALSE
17,"sys1 hide 82","lmICP","Station5_mp_89",FALSE,TRUE
17,"sys1 hide 82","lmICP","Station5_mp_83",FALSE,TRUE
17,"sys1 hide 82","lmICP","Station5_mp_86",FALSE,TRUE
17,"sys1 hide 82","rangerICP","Station5_mp_89",FALSE,TRUE
17,"sys1 hide 82","rangerICP","Station5_mp_83",FALSE,TRUE
17,"sys1 hide 82","rangerICP","Station5_mp_86",FALSE,TRUE
17,"sys1 hide 89","lmICP","Station5_mp_82",TRUE,FALSE
17,"sys1 hide 89","lmICP","Station5_mp_83",TRUE,FALSE
17,"sys1 hide 89","lmICP","Station5_mp_86",FALSE,FALSE
17,"sys1 hide 89","rangerICP","Station5_mp_82",TRUE,FALSE
17,"sys1 hide 89","rangerICP","Station5_mp_83",TRUE,FALSE
17,"sys1 hide 89","rangerICP","Station5_mp_86",FALSE,FALSE
17,"sys1 hide 83","lmICP","Station5_mp_82",TRUE,FALSE
17,"sys1 hide 83","lmICP","Station5_mp_89",TRUE,FALSE
17,"sys1 hide 83","lmICP","Station5_mp_86",FALSE,FALSE
17,"sys1 hide 83","rangerICP","Station5_mp_82",TRUE,FALSE
17,"sys1 hide 83","rangerICP","Station5_mp_89",TRUE,FALSE
17,"sys1 hide 83","rangerICP","Station5_mp_86",FALSE,FALSE
17,"sys2 (U = 95)","lmICP","Station5_mp_90",FALSE,FALSE
17,"sys2 (U = 95)","lmICP","Station5_mp_97",TRUE,FALSE
17,"sys2 (U = 95)","lmICP","Station5_mp_91",FALSE,FALSE
17,"sys2 (U = 95)","lmICP","Station5_mp_93",FALSE,FALSE
17,"sys2 (U = 95)","rangerICP","Station5_mp_90",FALSE,FALSE
17,"sys2 (U = 95)","rangerICP","Station5_mp_97",TRUE,FALSE
17,"sys2 (U = 95)","rangerICP","Station5_mp_91",FALSE,FALSE
17,"sys2 (U = 95)","rangerICP","Station5_mp_93",FALSE,FALSE
18,"sys1 baseline","lmICP","Station5_mp_82",TRUE,FALSE
18,"sys1 baseline","lmICP","Station5_mp_89",FALSE,FALSE
18,"sys1 baseline","lmICP","Station5_mp_83",FALSE,FALSE
18,"sys1 baseline","lmICP","Station5_mp_86",FALSE,FALSE
18,"sys1 baseline","rangerICP","Station5_mp_82",TRUE,FALSE
18,"sys1 baseline","rangerICP","Station5_mp_89",FALSE,FALSE
18,"sys1 baseline","rangerICP","Station5_mp_83",FALSE,FALSE
18,"sys1 baseline","rangerICP","Station5_mp_86",FALSE,FALSE
18,"sys1 hide 82","lmICP","Station5_mp_89",FALSE,TRUE
18,"sys1 hide 82","lmICP","Station5_mp_83",FALSE,TRUE
18,"sys1 hide 82","lmICP","Station5_mp_86",FALSE,TRUE
18,"sys1 hide 82","rangerICP","Station5_mp_89",FALSE,TRUE
18,"sys1 hide 82","rangerICP","Station5_mp_83",FALSE,TRUE
18,"sys1 hide 82","rangerICP","Station5_mp_86",FALSE,TRUE
18,"sys1 hide 89","lmICP","Station5_mp_82",TRUE,FALSE
18,"sys1 hide 89","lmICP","Station5_mp_83",TRUE,FALSE
18,"sys1 hide 89","lmICP","Station5_mp_86",FALSE,FALSE
18,"sys1 hide 89","rangerICP","Station5_mp_82",TRUE,FALSE
18,"sys1 hide 89","rangerICP","Station5_mp_83",TRUE,FALSE
18,"sys1 hide 89","rangerICP","Station5_mp_86",FALSE,FALSE
18,"sys1 hide 83","lmICP","Station5_mp_82",TRUE,FALSE
18,"sys1 hide 83","lmICP","Station5_mp_89",TRUE,FALSE
18,"sys1 hide 83","lmICP","Station5_mp_86",FALSE,FALSE
18,"sys1 hide 83","rangerICP","Station5_mp_82",TRUE,FALSE
18,"sys1 hide 83","rangerICP","Station5_mp_89",TRUE,FALSE
18,"sys1 hide 83","rangerICP","Station5_mp_86",FALSE,FALSE
18,"sys2 (U = 95)","lmICP","Station5_mp_90",FALSE,FALSE
18,"sys2 (U = 95)","lmICP","Station5_mp_97",TRUE,FALSE
18,"sys2 (U = 95)","lmICP","Station5_mp_91",FALSE,FALSE
18,"sys2 (U = 95)","lmICP","Station5_mp_93",FALSE,FALSE
18,"sys2 (U = 95)","rangerICP","Station5_mp_90",FALSE,FALSE
18,"sys2 (U = 95)","rangerICP","Station5_mp_97",TRUE,FALSE
18,"sys2 (U = 95)","rangerICP","Station5_mp_91",FALSE,FALSE
18,"sys2 (U = 95)","rangerICP","Station5_mp_93",FALSE,FALSE
19,"sys1 baseline","lmICP","Station5_mp_82",TRUE,FALSE
19,"sys1 baseline","lmICP","Station5_mp_89",FALSE,FALSE
19,"sys1 baseline","lmICP","Station5_mp_83",FALSE,FALSE
19,"sys1 baseline","lmICP","Station5_mp_86",FALSE,FALSE
19,"sys1 baseline","rangerICP","Station5_mp_82",TRUE,FALSE
19,"sys1 baseline","rangerICP","Station5_mp_89",FALSE,FALSE
19,"sys1 baseline","rangerICP","Station5_mp_83",FALSE,FALSE
19,"sys1 baseline","rangerICP","Station5_mp_86",FALSE,FALSE
19,"sys1 hide 82","lmICP","Station5_mp_89",FALSE,TRUE
19,"sys1 hide 82","lmICP","Station5_mp_83",FALSE,TRUE
19,"sys1 hide 82","lmICP","Station5_mp_86",FALSE,TRUE
19,"sys1 hide 82","rangerICP","Station5_mp_89",FALSE,TRUE
19,"sys1 hide 82","rangerICP","Station5_mp_83",FALSE,TRUE
19,"sys1 hide 82","rangerICP","Station5_mp_86",FALSE,TRUE
19,"sys1 hide 89","lmICP","Station5_mp_82",TRUE,FALSE
19,"sys1 hide 89","lmICP","Station5_mp_83",TRUE,FALSE
19,"sys1 hide 89","lmICP","Station5_mp_86",FALSE,FALSE
19,"sys1 hide 89","rangerICP","Station5_mp_82",TRUE,FALSE
19,"sys1 hide 89","rangerICP","Station5_mp_83",TRUE,FALSE
19,"sys1 hide 89","rangerICP","Station5_mp_86",FALSE,FALSE
19,"sys1 hide 83","lmICP","Station5_mp_82",TRUE,FALSE
19,"sys1 hide 83","lmICP","Station5_mp_89",TRUE,FALSE
19,"sys1 hide 83","lmICP","Station5_mp_86",FALSE,FALSE
19,"sys1 hide 83","rangerICP","Station5_mp_82",TRUE,FALSE
19,"sys1 hide 83","rangerICP","Station5_mp_89",TRUE,FALSE
19,"sys1 hide 83","rangerICP","Station5_mp_86",FALSE,FALSE
19,"sys2 (U = 95)","lmICP","Station5_mp_90",FALSE,FALSE
19,"sys2 (U = 95)","lmICP","Station5_mp_97",TRUE,FALSE
19,"sys2 (U = 95)","lmICP","Station5_mp_91",FALSE,FALSE
19,"sys2 (U = 95)","lmICP","Station5_mp_93",FALSE,FALSE
19,"sys2 (U = 95)","rangerICP","Station5_mp_90",FALSE,FALSE
19,"sys2 (U = 95)","rangerICP","Station5_mp_97",TRUE,FALSE
19,"sys2 (U = 95)","rangerICP","Station5_mp_91",FALSE,FALSE
19,"sys2 (U = 95)","rangerICP","Station5_mp_93",FALSE,FALSE
20,"sys1 baseline","lmICP","Station5_mp_82",TRUE,FALSE
20,"sys1 baseline","lmICP","Station5_mp_89",FALSE,FALSE
20,"sys1 baseline","lmICP","Station5_mp_83",FALSE,FALSE
20,"sys1 baseline","lmICP","Station5_mp_86",FALSE,FALSE
20,"sys1 baseline","rangerICP","Station5_mp_82",TRUE,FALSE
20,"sys1 baseline","rangerICP","Station5_mp_89",TRUE,FALSE
20,"sys1 baseline","rangerICP","Station5_mp_83",FALSE,FALSE
20,"sys1 baseline","rangerICP","Station5_mp_86",FALSE,FALSE
20,"sys1 hide 82","lmICP","Station5_mp_89",FALSE,TRUE
20,"sys1 hide 82","lmICP","Station5_mp_83",FALSE,TRUE
20,"sys1 hide 82","lmICP","Station5_mp_86",FALSE,TRUE
20,"sys1 hide 82","rangerICP","Station5_mp_89",FALSE,TRUE
20,"sys1 hide 82","rangerICP","Station5_mp_83",FALSE,TRUE
20,"sys1 hide 82","rangerICP","Station5_mp_86",FALSE,TRUE
20,"sys1 hide 89","lmICP","Station5_mp_82",TRUE,FALSE
20,"sys1 hide 89","lmICP","Station5_mp_83",TRUE,FALSE
20,"sys1 hide 89","lmICP","Station5_mp_86",TRUE,FALSE
20,"sys1 hide 89","rangerICP","Station5_mp_82",FALSE,TRUE
20,"sys1 hide 89","rangerICP","Station5_mp_83",FALSE,TRUE
20,"sys1 hide 89","rangerICP","Station5_mp_86",FALSE,TRUE
20,"sys1 hide 83","lmICP","Station5_mp_82",TRUE,FALSE
20,"sys1 hide 83","lmICP","Station5_mp_89",TRUE,FALSE
20,"sys1 hide 83","lmICP","Station5_mp_86",FALSE,FALSE
20,"sys1 hide 83","rangerICP","Station5_mp_82",TRUE,FALSE
20,"sys1 hide 83","rangerICP","Station5_mp_89",TRUE,FALSE
20,"sys1 hide 83","rangerICP","Station5_mp_86",FALSE,FALSE
20,"sys2 (U = 95)","lmICP","Station5_mp_90",TRUE,FALSE
20,"sys2 (U = 95)","lmICP","Station5_mp_97",TRUE,FALSE
20,"sys2 (U = 95)","lmICP","Station5_mp_91",FALSE,FALSE
20,"sys2 (U = 95)","lmICP","Station5_mp_93",FALSE,FALSE
20,"sys2 (U = 95)","rangerICP","Station5_mp_90",TRUE,FALSE
20,"sys2 (U = 95)","rangerICP","Station5_mp_97",TRUE,FALSE
20,"sys2 (U = 95)","rangerICP","Station5_mp_91",FALSE,FALSE
20,"sys2 (U = 95)","rangerICP","Station5_mp_93",FALSE,FALSE
